# Translation from CC-CEDICT,,,,,
# Creative Commons Attribution-Share Alike 3.0 License ,,,,,
Simplified,Pinyin,Edition,Level,Lesson,English
突出,tūchū,1,2,15,/prominent/outstanding/to give prominence to/to protrude/to project/
升学,shēng xué,1,2,15,/to enter the next grade school/
女生,nǚshēng,1,2,15,/female student/
男生,nánshēng,1,2,15,/male student/schoolboy/
出现,chūxiàn,1,2,15,/to appear/to arise/to emerge/to show up/
人数,rénshù,1,2,15,/number of people/
明显,míngxiǎn,1,2,15,/clear/distinct/obvious/
减少,jiǎnshǎo,1,2,15,/to lessen/to decrease/to reduce/to lower/
年轻,niánqīng,1,2,15,/young/
夫妇,fūfù,1,2,15,/a (married) couple/husband and wife/CL:對|对[dui4]/
大部分,dà bùfen,1,2,15,/in large part/the greater part/the majority/
照顾,zhàogù,1,2,15,/to take care of/to show consideration/to attend to/to look after/
妻子,qīzi,1,2,15,/wife/CL:個|个[ge4]/
体现,tǐxiàn,1,2,15,/to embody/to reflect/to incarnate/
宋朝,sòngcháo,1,2,15,/Song Dynasty (960-1279)/also Song of Southern dynasties 南朝宋 (420-479)/
保险,bǎoxiǎn,1,2,16,/insurance/to insure/safe/secure/be sure/be bound to/CL:份[fen4]/
医院,yīyuàn,1,2,16,/hospital/CL:所[suo3]家[jia1]
看病,kàn bìng,1,2,16,/to visit a doctor/to see a patient/
医疗,yīliáo,1,2,16,/medical treatment/
花钱,huā qián,1,2,16,/to spend money/
制度,zhìdù,1,2,16,/system (e.g. political adminstrative etc)/institution/CL:個|个[ge4]/
急病,jí bìng,1,2,16,
心脏病,xīnzàng bìng,1,2,16,/heart disease/
严重,yánzhòng,1,2,16,/grave/serious/severe/critical/
加上,jiā shàng,1,2,16,/plus/to put in/to add/to add on/to add into/in addition/on top of that/
心脏科,xīnzàng kē,1,2,16,
有名,yǒumíng,1,2,16,/famous/well-known/
决定,juédìng,1,2,16,/to decide (to do something)/to resolve/decision/CL:個|个[ge4]項|项[xiang4]/certainly/
手术,shǒushù,1,2,16,/surgical operation/operation/surgery/CL:個|个[ge4]/
穷人,qióngrén,1,2,16,/poor people/the poor/
不如,bùrú,1,2,16,/not equal to/not as good as/inferior to/it would be better to/
至少,zhìshǎo,1,2,16,/at least/(to say the) least/
不必,bùbì,1,2,16,/need not/does not have to/
担心,dān xīn,1,2,16,/anxious/worried/uneasy/to worry/to be anxious/
付,fù,1,2,16,/to pay/to hand over to/
费,fèi,1,2,16,/to cost/to spend/fee/wasteful/expenses/
政府,zhèngfǔ,1,2,16,/government/CL:個|个[ge4]/
毕竟,bìjìng,1,2,16,/after all/all in all/when all is said and done/in the final analysis/
受伤,shòu shāng,1,2,16,/to sustain injuries/wounded (in an accident etc)/harmed/
所有,suǒyǒu,1,2,16,/all/to have/to possess/to own/
单位,dānwèi,1,2,16,/a unit/unit (of measure)/work unit (one's workplace)/CL:個|个[ge4]/
一部分,yī bùfen,1,2,16,/portion/part of/subset/
人员,rényuán,1,2,16,/staff/crew/personnel/CL:個|个[ge4]/
羊毛,yángmáo,1,2,16,/fleece/wool/woolen/
出,chū,1,2,16,/to go out/to come out/to occur/to produce/to go beyond/to rise/to put forth/to happen/classifier for dramas plays
产品,chǎnpǐn,1,2,16,/goods/merchandise/product/CL:個|个[ge4]/
价格,jiàgé,1,2,16,/price/CL:個|个[ge4]/
药,yào,1,2,16,/medicine/drug/cure/CL:種|种[zhong3]服[fu4]/
原因,yuányīn,1,2,16,/cause/origin/root cause/reason/CL:個|个[ge4]/
制药,zhì yào,1,2,16,/to manufacture medicine/
毫无,háo wú,1,2,16,/not in the least/none whatsoever/completely without/
意义,yìyì,1,2,16,/sense/meaning/significance/importance/CL:個|个[ge4]/
动手术,dòng shǒushù,1,2,16,
明星,míngxīng,1,2,16,/star/celebrity/
拍,pāi,1,2,16,/to pat/to clap/to slap/fly-swatter/racket/to take (a photograph)/
武打片,wǔdǎ piān,1,2,16,/an action movie/a kungfu movie/
发愁,fā chóu,1,2,16,/to worry/to fret/to be anxious/to become sad/
营养,yíngyǎng,1,2,16,/nutrition/nourishment/CL:種|种[zhong3]/
不足,bù zú,1,2,16,/insufficient/lacking/deficiency/not enough/inadequate/not worth/cannot/should not/
过剩,guòshèng,1,2,16,/surplus/excess/
水平,shuǐpíng,1,2,16,/level (of achievement etc)/standard/horizontal/
关心,guānxīn,1,2,16,/to care for sth/caring/concerned/
与,yǔ,1,2,16,/take part in/
身材,shēncái,1,2,16,/stature/build (height and weight)/figure/
吃素,chī sù,1,2,16,/to be a vegetarian/
减肥,jiǎnféi,1,2,16,/to lose weight/
过分,guòfèn,1,2,16,/excessive/undue/overly/
节食,jiéshí,1,2,16,/to save food/to go on a diet/
患,huàn,1,2,16,/to suffer (from illness)/to contract (a disease)/misfortune/trouble/danger/worry/
营养不良,yíngyǎng bùliáng,1,2,16,/malnutrition/undernourishment/deficiency disease/dystrophy/
症,zhèng,1,2,16,/variant of 症[zheng4]/disease/illness/
专家,zhuānjiā,1,2,16,/expert/specialist/CL:個|个[ge4]/
指出,zhǐchū,1,2,16,/to indicate/to point out/
注意,zhùyì,1,2,16,/to take note of/to pay attention to/
摄取,shèqǔ,1,2,16,/absorb (nutrition)/take a photo/
只有,zhǐyǒu,1,2,16,/only/
均衡,jūnhéng,1,2,16,/equal/balanced/harmony/equilibrium/
保证,bǎozhèng,1,2,16,/guarantee/to guarantee/to ensure/to safeguard/to pledge/CL:個|个[ge4]/
多伦多,duōlúnduō,1,2,16,/Toronto capital of Ontario
加拿大,jiānádà,1,2,16,/Canada/Canadian/
台湾,táiwān,1,2,16,/variant of 臺灣|台湾[Tai2 wan1]/Taiwan/
轻松,qīngsōng,1,2,17,/gentle/relaxed/
不以为然,bù yǐ wéi rán,1,2,17,/not to accept as correct (idiom); to object/to disapprove/to take exception to/
填鸭式,tiányāshì,1,2,17,/force feeding (as a teaching method)/
方式,fāngshì,1,2,17,/way (of life)/pattern/style/mode/manner/CL:個|个[ge4]/
成熟,chéngshú,1,2,17,/mature/ripe/to mature/to ripen/Taiwan pr. [cheng2 shou2]/
自然,zìrán,1,2,17,/nature/natural/naturally/
上进心,shàngjìn xīn,1,2,17,
观点,guāndiǎn,1,2,17,/point of view/viewpoint/standpoint/CL:個|个[ge4]/
无论如何,wúlùn rúhé,1,2,17,/anyhow/anyway/whatever/
打基础,dǎ jīchǔ,1,2,17,
本领,běnlǐng,1,2,17,/skill/ability/capability/CL:項|项[xiang4]個|个[ge4]/
将来,jiānglái,1,2,17,/in the future/future/the future/CL:個|个[ge4]/
竞争,jìngzhēng,1,2,17,/to compete/competition/
辩论,biànlùn,1,2,17,/debate/argument/to argue over/CL:場|场[chang3]次[ci4]/
批评,pīpíng,1,2,17,/to criticize/criticism/CL:個|个[ge4]/
严,yán,1,2,17,/tight (closely sealed)/stern/strict/rigorous/severe/father/
态度,tàidu,1,2,17,/manner/bearing/attitude/approach/CL:個|个[ge4]/
认真,rènzhēn,1,2,17,/conscientious/earnest/serious/to take seriously/to take to heart/
害,hài,1,2,17,/to do harm to/to cause trouble to/harm/evil/calamity/
的确,díquè,1,2,17,/really/indeed/
缺点,quēdiǎn,1,2,17,/weak point/fault/shortcoming/CL:個|个[ge4]/
小学,xiǎoxué,1,2,17,/primary school/CL:個|个[ge4]/
压力,yālì,1,2,17,/pressure/
简直,jiǎnzhí,1,2,17,/simply/at all/practically/
乐坏了,lè huài le,1,2,17,
承认,chéngrèn,1,2,17,/to admit/to concede/to recognize/recognition (diplomatic artistic etc)/to acknowledge/
督促,dūcù,1,2,17,/to supervise and urge completion of a task/to urge on/
上学,shàngxué,1,2,17,/to go to school/to attend school/
重视,zhòngshì,1,2,17,/to attach importance to sth/to value/
发挥,fāhuī,1,2,17,/to display/to exhibit/to bring out implicit or innate qualities/to express (a thought or moral)/to develop (an idea)/to elaborate (on a theme)/
想像力,xiǎngxiànglì,1,2,17,/conception/imagination/
适合,shìhé,1,2,17,/to fit/to suit/
自觉,zìjué,1,2,17,/conscious/aware/on one's own initiative/conscientious/
淘汰,táotài,1,2,17,/to wash out/elimination (by selection)/natural selection/to knock out (in a competition)/to die out/to phase out/
极端,jíduān,1,2,17,/extreme/
特点,tèdiǎn,1,2,17,/characteristic (feature)/trait/feature/CL:個|个[ge4]/
要求,yāoqiú,1,2,17,/to request/to require/to stake a claim/to ask/to demand/CL:點|点[dian3]/
变成,biànchéng,1,2,17,/to change into/to turn into/to become/
机器,jīqì,1,2,17,/machine/CL:臺|台[tai2]部[bu4]
读书,dúshū,1,2,17,/to read a book/to study/to attend school/
看来,kànlai,1,2,17,/apparently/it seems that/
优点,yōudiǎn,1,2,17,/merit/benefit/strong point/advantage/CL:個|个[ge4]/
数学,shùxué,1,2,17,/mathematics/mathematical/
习题,xítí,1,2,17,/school work exercises/
理解,lǐjiě,1,2,17,/to comprehend/to understand/comprehension/understanding/
苦心,kǔxīn,1,2,17,/painstaking effort/to take a lot of trouble/laborious at pains/
望子成龙,wàng zǐ chéng lóng,1,2,17,/lit. to hope one's son becomes a dragon (idiom); fig. to long for one' s child to succeed in life/to have great hopes for one's offspring/to give one's child the best education as a career investment/
望女成凤,wàng nǚ chéng fèng,1,2,17,
子女,zǐnǚ,1,2,17,/children/sons and daughters/
子女,zǐnǚ,1,2,17,/children/sons and daughters/
用心良苦,yòngxīn liángkǔ,1,2,17,/to ponder earnestly/to give a lot of thought to sth/
负担,fùdān,1,2,17,/burden/to bear a burden/
白天,báitiān,1,2,17,/daytime/during the day/day/CL:個|个[ge4]/
补习班,bǔxí bān,1,2,17,/cram class/cram school/
家庭教师,jiātíng jiàoshī,1,2,17,/tutor/
休息,xiūxi,1,2,17,/rest/to rest/
目标,mùbiāo,1,2,17,/target/goal/objective/CL:個|个[ge4]/
及,jí,1,2,17,/and/to reach/up to/in time for/
教学,jiàoxué,1,2,17,/teacher and student/education/CL:門|门[men2]個|个[ge4]/
指挥棒,zhǐhuī bàng,1,2,17,/baton/
强调,qiángdiào,1,2,17,/to emphasize (a statement)/to stress/
死记硬背,sǐ jì yìng bèi,1,2,17,/to learn by rote/to mechanically memorize/
作业,zuòyè,1,2,17,/school assignment/homework/work/task/operation/CL:個|个[ge4]/to operate/
喘气,chuǎn qì,1,2,17,/to breathe deeply/to pant/
尊师重道,zūn shī zhòng dào,1,2,17,
一般来说,yìbān lái shuō,1,2,17,/generally speaking/
启发,qǐfā,1,2,17,/to enlighten/to explain and arouse interest/to inspire/inspiration/heuristic (attributively)/to teach/CL:個|个[ge4]/
鼓励,gǔlì,1,2,17,/to encourage/
思考,sīkǎo,1,2,17,/to reflect on/to ponder over/
留,liú,1,2,17,/to leave (eg a message)/to retain/to stay/to remain/to keep/to preserve/
童年,tóngnián,1,2,17,/childhood/
无法,wúfǎ,1,2,17,/unable/incapable/
枪枝,qiāngzhī,1,2,18,/a gun/guns in general/same as 槍支|枪支/
犯罪,fàn zuì,1,2,18,/to commit a crime/crime/offense/
枝,zhī,1,2,18,/branch/classifier for sticks rods
枪,qiāng,1,2,18,/gun/firearm/rifle/spear/thing with shape or function similar to a gun/CL:支[zhi1]把[ba3]
打猎,dǎ liè,1,2,18,/to go hunting/
乱放,luàn fàng,1,2,18,
不然,bùrán,1,2,18,/not so/no/or else/otherwise/if not/
危险,wēixiǎn,1,2,18,/danger/dangerous/
小心,xiǎoxīn,1,2,18,/to be careful/to take care/
走火,zǒu huǒ,1,2,18,/to go off accidentally/to catch fire/
收好,shōu hǎo,1,2,18,
碰,pèng,1,2,18,/to touch/to meet with/to bump/
理智,lǐzhì,1,2,18,/reason/intellect/rationality/
舞刀弄枪,wǔ dāo nòng qiāng,1,2,18,
正,zhèng,1,2,18,/just (right)/main/upright/straight/correct/positive/greater than zero/principle/
保护,bǎohù,1,2,18,/to protect/to defend/to safeguard/protection/CL:種|种[zhong3]/
出事,chū shì,1,2,18,/to have an accident/to meet with a mishap/
警察,jǐngchá,1,2,18,/police/policeman/policewoman/CL:個|个[ge4]/
救命,jiù mìng,1,2,18,/to save sb's life/(interjection) Help!/(interjection) Save me!/
雇,gù,1,2,18,/variant of 雇[gu4]/to employ/to hire/to rent/
罪犯,zuìfàn,1,2,18,/criminal/
监狱,jiānyù,1,2,18,/prison/
到处,dàochù,1,2,18,/everywhere/
杀人,shā rén,1,2,18,/homicide/to murder/to kill (a person)/
查,chá,1,2,18,/to research/to check/to investigate/to examine/to refer to/to search/
放火,fàng huǒ,1,2,18,/to set on fire/to commit arson/to create a disturbance/
脑子,nǎozi,1,2,18,/brains/mind/CL:個|个[ge4]/
正常,zhèngcháng,1,2,18,/regular/normal/ordinary/
只要,zhǐyào,1,2,18,/if only/so long as/
法律,fǎlǜ,1,2,18,/law/CL:條|条[tiao2] 套[tao4]
规定,guīdìng,1,2,18,/provision/to fix/to set/to formulate/to stipulate/to provide/regulation/rule/CL:個|个[ge4]/
调查,diào chá,1,2,18,/investigation/inquiry/to investigate/to survey/survey/(opinion) poll/CL:項|项[xiang4]個|个[ge4]/
执行,zhíxíng,1,2,18,/to implement/to carry out/to execute/to run/
全面,quánmiàn,1,2,18,/all-around/comprehensive/total/overall/
禁止,jìnzhǐ,1,2,18,/to prohibit/to forbid/to ban/
私人,sīrén,1,2,18,/private/personal/interpersonal/sb with whom one has a close personal relationship/a member of one's clique/
言论,yánlùn,1,2,18,/speech/expression of opinion/public opinion/
集会,jíhuì,1,2,18,/gather/assembly/meeting/CL:個|个[ge4]次[ci4]/
宪法,xiànfǎ,1,2,18,/constitution (of a country)/CL:部[bu4]/
保障,bǎozhàng,1,2,18,/to ensure/to guarantee/to safeguard/
权利,quánlì,1,2,18,/power/right/privilege/
受到,shòudào,1,2,18,/to receive/to suffer/obtained/given/
限制,xiànzhì,1,2,18,/to restrict/to limit/to confine/restriction/limit/CL:個|个[ge4]/
羔羊,gāoyáng,1,2,18,/sheep/lamb/
任人宰割,rèn rén zǎigē,1,2,18,
赌博,dǔbó,1,2,18,/to gamble/
贩卖,fànmài,1,2,18,/to sell/to peddle/to traffic/
毒品,dúpǐn,1,2,18,/drugs/narcotics/poison/
并,bìng,1,2,18,/to combine/to amalgamate/
取缔,qǔdì,1,2,18,/to ban/to prohibit (publications customs etc)/to outlaw/to suppress (violators)/
妓女,jìnǚ,1,2,18,/prostitute/hooker/
打击,dǎjī,1,2,18,/to hit/to strike/to attack/to crack down on sth/a setback/a blow/percussion (music)/
偷窃,tōuqiè,1,2,18,/to steal/to pilfer/
抢劫,qiāngjié,1,2,18,/to rob/looting/
通过,tōngguò,1,2,18,/by means of/through/via/to pass through/to get through/to adopt/to pass (a bill or inspection etc.)/to switch over/
强制,qiángzhì,1,2,18,/to enforce/enforcement/forcibly/compulsory/
手段,shǒuduàn,1,2,18,/method/means (of doing sth)/strategy/trick/CL:個|个[ge4]/
消失,xiāoshī,1,2,18,/to disappear/to fade away/
基本上,jīběn shang,1,2,18,/basically/on the whole/
消灭,xiāomiè,1,2,18,/to put an end to/to annihilate/to cause to perish/to perish/annihilation (in quantum field theory)/
尤其是,yóuqí shì,1,2,18,/especially/most of all/above all/in particular/
经济,jīngjì,1,2,18,/economy/economic/
随之,suí zhī,1,2,18,
产生,chǎnshēng,1,2,18,/to arise/to come into being/to come about/to give rise to/to bring into being/to bring about/to produce/to engender/to generate/to appear/appearance/emergence/generation/production/yield/
如,rú,1,2,18,/as/as if/such as/
贫富不均,pín fù bù jūn,1,2,18,
价值观念,jiàzhí guānniàn,1,2,18,
紊乱,wěnluàn,1,2,18,/disorder/chaos/
法规,fǎguī,1,2,18,/legislation/statute/
健全,jiànquán,1,2,18,/robust/sound/
仍然,réngrán,1,2,18,/still/yet/
率,lǜ,1,2,18,/to lead/to command/rash/hasty/frank/straightforward/generally/usually/
低,dī,1,2,18,/low/beneath/to lower (one's head)/to let droop/to hang down/to incline/
动物,dòngwù,1,2,19,/animal/CL:隻|只[zhi1]群[qun2]
生物,shēngwù,1,2,19,/organism/living creature/life form/biological/CL:個|个[ge4]/
抗议,kàngyì,1,2,19,/to protest/protest/
研究,yánjiū,1,2,19,/research/a study/CL:項|项[xiang4]/
老年痴呆症,lǎonián chīdāi zhèng,1,2,19,/senile dementia/Alzheimer's disease/
解剖,jiěpōu,1,2,19,/to dissect (an animal)/to analyze/anatomy/
猴脑,hóu nǎo,1,2,19,
猴子,hóuzi,1,2,19,/monkey/CL:隻|只[zhi1]/
可怜,kělián,1,2,19,/pitiful/pathetic/to have pity on/
组织,zǔzhī,1,2,19,/to organize/organization/organized system/nerve/tissue/CL:個|个[ge4]/
裘皮,qiúpí,1,2,19,
服装,fúzhuāng,1,2,19,/dress/clothing/costume/clothes/CL:身[shen1]/
顾客,gùkè,1,2,19,/client/customer/CL:位[wei4]/
扔,rēng,1,2,19,/to throw/to throw away/
鸡蛋,jīdàn,1,2,19,/(chicken) egg/hen's egg/CL:個|个[ge4]打[da2]/
剪,jiǎn,1,2,19,/scissors/shears/clippers/CL:把[ba3]/to cut with scissors/to trim/to wipe out or exterminate/
大衣,dàyī,1,2,19,/overcoat/topcoat/cloak/CL:件[jian4]/
包围,bāowéi,1,2,19,/to surround/to encircle/to hem in/
弄,nòng,1,2,19,/to do/to manage/to handle/to play with/to fool with/to mess with/to fix/to toy with/
糟了,zāo le,1,2,19,
牺牲,xīshēng,1,2,19,/to sacrifice oneself/to lay down one's life/to do sth at the expense of/beast slaughtered for sacrifice/sacrifice/CL:個|个[ge4]/
讲,jiǎng,1,2,19,/to speak/to explain/to negotiate/to emphasise/to be particular about/as far as sth is concerned/speech/lecture/
人道,réndào,1,2,19,/human sympathy/humanitarianism/humane/the "human way" one of the stages in the cycle of reincarnation (Buddhism)/sexual intercourse/
实验,shíyàn,1,2,19,/experiment/test/CL:個|个[ge4]次[ci4]/experimental/to experiment/
错误,cuòwù,1,2,19,/error/mistake/mistaken/CL:個|个[ge4]/
世纪,shìjì,1,2,19,/century/CL:個|个[ge4]/
虐待,nüèdài,1,2,19,/to mistreat/to maltreat/to abuse/mistreatment/maltreatment/
野蛮,yěmán,1,2,19,/barbarous/uncivilized/
科学家,kēxuéjiā,1,2,19,/scientist/CL:個|个[ge4]/
有意,yǒuyì,1,2,19,/to intend/intentionally/interested in/
癌症,áizhèng,1,2,19,/cancer/
凭,píng,1,2,19,/to lean against/to rely on/on the basis of/no matter (how what etc)/proof/
破坏,pòhuài,1,2,19,/destruction/damage/to wreck/to break/to destroy/
大自然,dà zìrán,1,2,19,/nature (the natural world)/
热带雨林,rèdài yǔlín,1,2,19,/tropical rain forest/
珍稀动物,zhēnxī dòngwù,1,2,19,
濒临,bīnlín,1,2,19,/on the verge of/close to/
灭绝,mièjué,1,2,19,/to extinguish/extinct/to die out/
生态,shēngtài,1,2,19,/way of life/ecology/
平衡,pínghéng,1,2,19,/balance/equilibrium/
自食其果,zì shí qí guǒ,1,2,19,/to eat one's own fruit (idiom); fig. suffering the consequences of one's own action/to reap what one has sown/
避免,bìmiǎn,1,2,19,/to avert/to prevent/to avoid/to refrain from/
尽量,jǐnliàng,1,2,19,/as much as possible/to the greatest extent/as much as possible/to the greatest extent/
痛苦,tòngkǔ,1,2,19,/pain/suffering/painful/CL:個|个[ge4]/
虚荣,xūróng,1,2,19,/vanity/
大可不必,dà kě bubì,1,2,19,/need not/unnecessary/
区别,qūbié,1,2,19,/difference/to distinguish/to discriminate/to make a distinction/CL:個|个[ge4]/
黑白分明,hēibái fēnmíng,1,2,19,
稀有,xīyǒu,1,2,19,/uncommon/
珍贵,zhēnguì,1,2,19,/precious/
由于,yóuyú,1,2,19,/due to/as a result of/thanks to/owing to/since/because/
增加,zēngjiā,1,2,19,/to raise/to increase/
生存,shēngcún,1,2,19,/to exist/to survive/
空间,kōngjiān,1,2,19,/space/CL:個|个[ge4]/
采取,cǎiqǔ,1,2,19,/to adopt or carry out (measures policies
措施,cuòshī,1,2,19,/measure/step/CL:個|个[ge4]/
设立,shèlì,1,2,19,/to set up/to establish/
保护区,bǎohù qū,1,2,19,/conservation district/CL:個|个[ge4]片[pian4]/
国宝,guóbǎo,1,2,19,/National Treasure (officially designated by the state cultural authorities in China Japan and Korea)/
熊猫,xióngmāo,1,2,19,/panda/CL:隻|只[zhi1]/
大多数,dà duōshù,1,2,19,/(great) majority/
意识,yìshì,1,2,19,/consciousness/awareness/consciously (i.e. deliberately)/to be aware/
薄弱,bóruò,1,2,19,/weak/frail/
忽略,hūlüè,1,2,19,/to neglect/to overlook/to ignore/
互相矛盾,hùxiāng máodùn,1,2,19,
在…同时,zài…tóngshí,1,2,19,
面临,miànlín,1,2,19,/to face sth/to be confronted with/
难题,nántí,1,2,19,/difficult problem/
纽约,niǔyuē,1,2,19,/New York/
艾滋病,àizībìng,1,2,19,/AIDS (loanword)/
华南虎,huánán hǔ,1,2,19,/South China Tiger/
环境,huánjìng,1,2,20,/environment/circumstances/surroundings/CL:個|个[ge4]/ambient/
总,zǒng,1,2,20,/always/to assemble/gather/total/overall/head/chief/general/in every case/
化学,huàxué,1,2,20,/chemistry/chemical/
项,xiàng,1,2,20,/back of neck/item/thing/term (in a mathematical formula)/sum (of money)/classifier for principles items
工业,gōngyè,1,2,20,/industry/
废气,fèiqì,1,2,20,/exhaust gas/industrial waste gas/steam/
废水,fèishuǐ,1,2,20,/waste water/drain water/effluent/
废渣,fèizhā,1,2,20,/industrial waste product/slag/
分析,fēnxī,1,2,20,/to analyze/analysis/CL:個|个[ge4]/
实验室,shíyànshì,1,2,20,/laboratory/CL:間|间[jian1]/
影子,yǐngzi,1,2,20,/shadow/reflection/CL:個|个[ge4]/
三废,sānfèi,1,2,20,/three types of waste product namely: waste water 廢水|废水[fei4 shui3]
化工,huàgōng,1,2,20,/chemical industry abbr. of 化學工業|化学工业[hua4 xue2 gong1 ye4]/chemical engineering
排出,pái chū,1,2,20,/to discharge/
造成,zàochéng,1,2,20,/to bring about/to create/to cause/
污染,wūrǎn,1,2,20,/pollution/contamination/CL:個|个[ge4]/
联邦,liánbāng,1,2,20,/federal/federation/commonwealth/federal union/federal state/union/
能力,nénglì,1,2,20,/capability/capable/able/ability/CL:個|个[ge4]/
成本,chéngběn,1,2,20,/(manufacturing production etc) costs/
委托,wěituō,1,2,20,/to entrust/to trust/to commission/
原来如此,yuánlái rúcǐ,1,2,20,
怪不得,guài bu de,1,2,20,/lit. you can't blame it!/no wonder!/so that's why!/
松树林,sōng shùlín,1,2,20,
害虫,hàichóng,1,2,20,/injurious insect/pest/
湖,hú,1,2,20,/lake/CL:個|个[ge4]片[pian4]/
毒,dú,1,2,20,/poison/narcotics/evil/
环保,huánbǎo,1,2,20,/environmental protection/environmentally friendly/
难办,nán bàn,1,2,20,
治理,zhìlǐ,1,2,20,/to govern/to administer/to manage/to control/
有时,yǒushí,1,2,20,/sometimes/now and then/
失业,shī yè,1,2,20,/unemployment/to lose one's job/
臭氧层,chòuyǎng céng,1,2,20,/ozone layer/
酸雨,suānyǔ,1,2,20,/acid rain/
后果,hòuguǒ,1,2,20,/consequences/aftermath/
不堪设想,bùkān shèxiǎng,1,2,20,
能源,néngyuán,1,2,20,/energy/power source/CL:個|个[ge4]/
煤,méi,1,2,20,/coal/CL:塊|块[kuai4]/
产量,chǎn liàng,1,2,20,/output/
居,jū,1,2,20,/to reside/to be (in a certain position)/to store up/to be at a standstill/residence/house/restaurant/classifier for bedrooms/
石油,shíyóu,1,2,20,/oil/petroleum/
核电站,hédiàn zhàn,1,2,20,/nuclear power plant/
造价,zàojià,1,2,20,/construction cost/
周期,zhōuqī,1,2,20,/period/cycle/
发电厂,fādiàn chǎng,1,2,20,/power plant/
大多,dàduō,1,2,20,/for the most part/many/most/the greater part/mostly/
排放,páifàng,1,2,20,/emission/discharge/exhaust (gas etc)/
大量,dàliàng,1,2,20,/great amount/large quantity/bulk/numerous/generous/magnanimous/
二氧化硫,èryǎnghuàliú,1,2,20,/sulfur dioxide SO2/
污染源,wūrǎn yuán,1,2,20,
居民,jūmín,1,2,20,/resident/inhabitant/
使用,shǐyòng,1,2,20,/to use/to employ/to apply/to make use of/
煤炉,méilú,1,2,20,
人体,réntǐ,1,2,20,/human body/
危害,wēihài,1,2,20,/to jeopardize/to harm/to endanger/CL:個|个[ge4]/
加快,jiākuài,1,2,20,/to accelerate/to speed up/
需求量,xūqiú liàng,1,2,20,
与日俱增,yǔ rì jù zēng,1,2,20,/to increase steadily/to grow with each passing day/
有效,yǒuxiào,1,2,20,/effective/in effect/valid/
空气,kōngqì,1,2,20,/air/atmosphere/
将,jiāng,1,2,20,/to desire/to invite/to request/
日益加剧,rìyì jiājù,1,2,20,
人民,rénmín,1,2,20,/the people/CL:個|个[ge4]/
你,nǐ,3,1,1,/you (informal as opposed to courteous 您[nin2])/
好,hǎo,3,1,1,/to be fond of/
请,qǐng,3,1,1,/to ask/to invite/please (do sth)/to treat (to a meal etc)/to request/
问,wèn,3,1,1,/to ask/
贵,guì,3,1,1,/expensive/noble/your (name)/precious/
姓,xìng,3,1,1,/family name/surname/name/CL:個|个[ge4]/
我,wǒ,3,1,1,/I/me/my/
呢,ne,3,1,1,/woolen material/
小姐,xiǎojie,3,1,1,/young lady/miss/CL:個|个[ge4]位[wei4]/
叫,jiào,3,1,1,/to shout/to call/to order/to ask/to be called/by (indicates agent in the passive mood)/
什么,shénme,3,1,1,/what?/who?/something/anything/
名字,míngzi,3,1,1,/name (of a person or thing)/CL:個|个[ge4]/
先生,xiānsheng,3,1,1,/teacher/husband/doctor (topolect)/CL:位[wei4]/
李友,lǐyǒu,3,1,1,
李,lǐ,3,1,1,/plum/
王朋,wángpéng,3,1,1,
王,wáng,3,1,1,/to rule/to reign over/
是,shì,3,1,1,/is/are/am/yes/to be/
老师,lǎoshī,3,1,1,/teacher/CL:個|个[ge4]位[wei4]/
吗,ma,3,1,1,/(question tag)/
不,bù,3,1,1,/(negative prefix)/not/no/
学生,xuésheng,3,1,1,/student/school child/
也,yě,3,1,1,/also/too/(in Classical Chinese) final particle implying affirmation/
人,rén,3,1,1,/man/person/people/CL:個|个[ge4]位[wei4]/
中国,zhōngguó,3,1,1,/China/Middle Kingdom/
北京,běijīng,3,1,1,/Beijing capital of People's Republic of China/Peking/PRC government/
美国,měiguó,3,1,1,/United States/USA/US/
纽约,niǔyuē,3,1,1,/New York/
那,nà,3,1,2,/that/those/then (in that case)/commonly pr. [nei4] before a classifier esp. in Beijing/
的,de,3,1,2,/aim/clear/
照片,zhàopiàn,3,1,2,/photograph/picture/CL:張|张[zhang1]套[tao4]
这,zhè,3,1,2,/this/these/(commonly pr. [zhei4] before a classifier esp. in Beijing)/
爸爸,bàba,3,1,2,/(informal) father/CL:個|个[ge4]位[wei4]/
妈妈,māma,3,1,2,/mama/mommy/mother/CL:個|个[ge4]位[wei4]/
个,gè/ge,3,1,2,/individual/this/that/size/classifier for people or objects in general/variant of 個|个[ge4]/
女,nǚ,3,1,2,/archaic variant of 汝[ru3]/
孩子,háizi,3,1,2,/child/
谁,shéi,3,1,2,/who/also pr. [shui2]/
她,tā,3,1,2,/she/
姐姐,jiějie,3,1,2,/older sister/CL:個|个[ge4]/
男,nán,3,1,2,/male/Baron lowest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]/CL:個|个[ge4]/
弟弟,dìdi,3,1,2,/younger brother/CL:個|个[ge4]位[wei4]/
他,tā,3,1,2,/he or him/(used for either sex when the sex is unknown or unimportant)/(used before sb's name for emphasis)/(used as a meaningless mock object)/other/another/
大哥,dàgē,3,1,2,/eldest brother/
儿子,érzi,3,1,2,/son/
有,yǒu,3,1,2,/to have/there is/there are/to exist/to be/
女儿,nǚ'ér,3,1,2,/daughter/
没,méi,3,1,2,/drowned/to end/to die/to inundate/
高文中,gāo wénzhōng,3,1,2,
